SimpleMLP(
  (features): Sequential(
    (0): Linear(in_features=91, out_features=1000, bias=True)
    (1): ReLU(inplace=True)
	Loss_MB/train_phase/train_stream/Task000 = 10.1771
	Time_Epoch/train_phase/train_stream/Task000 = 0.0589
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 16 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 10.1986
	Loss_MB/train_phase/train_stream/Task000 = 9.8631
	Time_Epoch/train_phase/train_stream/Task000 = 0.0588
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 17 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 9.7514
	Loss_MB/train_phase/train_stream/Task000 = 8.5824
	Time_Epoch/train_phase/train_stream/Task000 = 0.0590
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 18 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 9.2749
	Loss_MB/train_phase/train_stream/Task000 = 9.3917
	Time_Epoch/train_phase/train_stream/Task000 = 0.0589
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 19 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 8.8621
	Loss_MB/train_phase/train_stream/Task000 = 8.5398
	Time_Epoch/train_phase/train_stream/Task000 = 0.0590
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 20 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 8.5771
	Loss_MB/train_phase/train_stream/Task000 = 8.8747
	Time_Epoch/train_phase/train_stream/Task000 = 0.0590
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 21 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 8.1922
	Loss_MB/train_phase/train_stream/Task000 = 7.8617
	Time_Epoch/train_phase/train_stream/Task000 = 0.0593
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 22 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 7.8194
	Loss_MB/train_phase/train_stream/Task000 = 7.7778
	Time_Epoch/train_phase/train_stream/Task000 = 0.0593
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 23 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 7.5153
	Loss_MB/train_phase/train_stream/Task000 = 7.6322
	Time_Epoch/train_phase/train_stream/Task000 = 0.0593
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 24 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 7.1643
	Loss_MB/train_phase/train_stream/Task000 = 8.8629
	Time_Epoch/train_phase/train_stream/Task000 = 0.0592
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 25 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 6.9121
	Loss_MB/train_phase/train_stream/Task000 = 7.4672
	Time_Epoch/train_phase/train_stream/Task000 = 0.0588
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 26 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 6.5961
	Loss_MB/train_phase/train_stream/Task000 = 7.2133
	Time_Epoch/train_phase/train_stream/Task000 = 0.0590
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 27 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 6.3268
	Loss_MB/train_phase/train_stream/Task000 = 6.4710
	Time_Epoch/train_phase/train_stream/Task000 = 0.0590
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 28 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 6.0641
	Loss_MB/train_phase/train_stream/Task000 = 5.7078
	Time_Epoch/train_phase/train_stream/Task000 = 0.0590
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 29 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 5.7931
	Loss_MB/train_phase/train_stream/Task000 = 5.1043
	Time_Epoch/train_phase/train_stream/Task000 = 0.0588
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 30 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 5.5327
	Loss_MB/train_phase/train_stream/Task000 = 4.7533
	Time_Epoch/train_phase/train_stream/Task000 = 0.0589
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 31 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 5.2692
	Loss_MB/train_phase/train_stream/Task000 = 5.4651
	Time_Epoch/train_phase/train_stream/Task000 = 0.0591
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 32 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 5.0457
	Loss_MB/train_phase/train_stream/Task000 = 5.3806
	Time_Epoch/train_phase/train_stream/Task000 = 0.0592
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0025
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 33 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 4.7912
	Loss_MB/train_phase/train_stream/Task000 = 4.1235
	Time_Epoch/train_phase/train_stream/Task000 = 0.0590
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 34 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 4.5882
	Loss_MB/train_phase/train_stream/Task000 = 4.1520
	Time_Epoch/train_phase/train_stream/Task000 = 0.0592
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0098
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.1250

0it [00:00, ?it/s]
Epoch 35 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 4.3070
	Loss_MB/train_phase/train_stream/Task000 = 4.0368
	Time_Epoch/train_phase/train_stream/Task000 = 0.0591
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0319
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 36 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 4.0630
	Loss_MB/train_phase/train_stream/Task000 = 3.9157
	Time_Epoch/train_phase/train_stream/Task000 = 0.0589
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0368
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 37 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 3.7815
	Loss_MB/train_phase/train_stream/Task000 = 3.8955
	Time_Epoch/train_phase/train_stream/Task000 = 0.0586
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0784
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 38 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 3.5675
	Loss_MB/train_phase/train_stream/Task000 = 4.3120
	Time_Epoch/train_phase/train_stream/Task000 = 0.0589
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.1201
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 39 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 3.3239
	Loss_MB/train_phase/train_stream/Task000 = 2.9498
	Time_Epoch/train_phase/train_stream/Task000 = 0.0590
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.1397
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.1250

0it [00:00, ?it/s]
Epoch 40 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 3.0490
	Loss_MB/train_phase/train_stream/Task000 = 3.1948
	Time_Epoch/train_phase/train_stream/Task000 = 0.0590
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.2108
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.1250

0it [00:00, ?it/s]
Epoch 41 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 2.8738
	Loss_MB/train_phase/train_stream/Task000 = 2.6380
	Time_Epoch/train_phase/train_stream/Task000 = 0.0588
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.2623
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.5000

0it [00:00, ?it/s]
Epoch 42 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 2.7031
	Loss_MB/train_phase/train_stream/Task000 = 3.1418
	Time_Epoch/train_phase/train_stream/Task000 = 0.0591
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.3088
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.2500

0it [00:00, ?it/s]
Epoch 43 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 2.4986
	Loss_MB/train_phase/train_stream/Task000 = 2.3428
	Time_Epoch/train_phase/train_stream/Task000 = 0.0593
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.3235
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.2500

0it [00:00, ?it/s]
Epoch 44 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 2.3462
	Loss_MB/train_phase/train_stream/Task000 = 2.2368
	Time_Epoch/train_phase/train_stream/Task000 = 0.0591
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.4191
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.5000

0it [00:00, ?it/s]
Epoch 45 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 2.1085
	Loss_MB/train_phase/train_stream/Task000 = 1.8561
	Time_Epoch/train_phase/train_stream/Task000 = 0.0592
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.4828
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.7500

0it [00:00, ?it/s]
Epoch 46 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 1.9544
	Loss_MB/train_phase/train_stream/Task000 = 2.8765
	Time_Epoch/train_phase/train_stream/Task000 = 0.0592
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.5245
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.3750

0it [00:00, ?it/s]
Epoch 47 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 1.8030
	Loss_MB/train_phase/train_stream/Task000 = 2.0476
	Time_Epoch/train_phase/train_stream/Task000 = 0.0593
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.5711
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.5000

0it [00:00, ?it/s]
Epoch 48 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 1.6690
	Loss_MB/train_phase/train_stream/Task000 = 1.5826
	Time_Epoch/train_phase/train_stream/Task000 = 0.0592
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.6250
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.8750

0it [00:00, ?it/s]
Epoch 49 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 1.5459
	Loss_MB/train_phase/train_stream/Task000 = 1.7867
	Time_Epoch/train_phase/train_stream/Task000 = 0.0590
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.6520
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.5000

0it [00:00, ?it/s]
Epoch 50 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 1.4608
	Loss_MB/train_phase/train_stream/Task000 = 1.8172
	Time_Epoch/train_phase/train_stream/Task000 = 0.0590
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.6691
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.5000

0it [00:00, ?it/s]
Epoch 51 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 1.3523
	Loss_MB/train_phase/train_stream/Task000 = 2.0618
	Time_Epoch/train_phase/train_stream/Task000 = 0.0592
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.7230
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.5000

0it [00:00, ?it/s]
Epoch 52 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 1.2396
	Loss_MB/train_phase/train_stream/Task000 = 0.5332
	Time_Epoch/train_phase/train_stream/Task000 = 0.0593
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.7475
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 53 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 1.1511
	Loss_MB/train_phase/train_stream/Task000 = 0.6428
	Time_Epoch/train_phase/train_stream/Task000 = 0.0593
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.7770
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 54 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 1.0579
	Loss_MB/train_phase/train_stream/Task000 = 0.7717
	Time_Epoch/train_phase/train_stream/Task000 = 0.0591
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.8284
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.8750

0it [00:00, ?it/s]
Epoch 55 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 1.0267
	Loss_MB/train_phase/train_stream/Task000 = 0.8257
	Time_Epoch/train_phase/train_stream/Task000 = 0.0594
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.8333
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.6250

0it [00:00, ?it/s]
Epoch 56 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.9401
	Loss_MB/train_phase/train_stream/Task000 = 1.4486
	Time_Epoch/train_phase/train_stream/Task000 = 0.0643
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.8456
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.7500

0it [00:00, ?it/s]
Epoch 57 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.8520
	Loss_MB/train_phase/train_stream/Task000 = 0.6662
	Time_Epoch/train_phase/train_stream/Task000 = 0.0650
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.8701
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.8750

0it [00:00, ?it/s]
Epoch 58 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.8637
	Loss_MB/train_phase/train_stream/Task000 = 1.2537
	Time_Epoch/train_phase/train_stream/Task000 = 0.0590
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.8529
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.7500

0it [00:00, ?it/s]
Epoch 59 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.7781
	Loss_MB/train_phase/train_stream/Task000 = 0.4697
	Time_Epoch/train_phase/train_stream/Task000 = 0.0590
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.8750
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.8750

0it [00:00, ?it/s]
Epoch 60 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.7029
	Loss_MB/train_phase/train_stream/Task000 = 0.5491
	Time_Epoch/train_phase/train_stream/Task000 = 0.0593
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.8750
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 61 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.6632
	Loss_MB/train_phase/train_stream/Task000 = 0.5681
	Time_Epoch/train_phase/train_stream/Task000 = 0.0593
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9020
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 62 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.6521
	Loss_MB/train_phase/train_stream/Task000 = 1.0246
	Time_Epoch/train_phase/train_stream/Task000 = 0.0592
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.8873
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.8750

0it [00:00, ?it/s]
Epoch 63 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.6247
	Loss_MB/train_phase/train_stream/Task000 = 0.7327
	Time_Epoch/train_phase/train_stream/Task000 = 0.0591
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9093
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.8750

0it [00:00, ?it/s]
Epoch 64 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.5820
	Loss_MB/train_phase/train_stream/Task000 = 0.5890
	Time_Epoch/train_phase/train_stream/Task000 = 0.0590
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9118
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.8750

0it [00:00, ?it/s]
Epoch 65 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.5692
	Loss_MB/train_phase/train_stream/Task000 = 0.7008
	Time_Epoch/train_phase/train_stream/Task000 = 0.0589
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9118
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.8750

0it [00:00, ?it/s]
Epoch 66 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.5246
	Loss_MB/train_phase/train_stream/Task000 = 0.3949
	Time_Epoch/train_phase/train_stream/Task000 = 0.0594
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9191
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.8750

0it [00:00, ?it/s]
Epoch 67 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.4811
	Loss_MB/train_phase/train_stream/Task000 = 0.2647
	Time_Epoch/train_phase/train_stream/Task000 = 0.0589
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9289
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 68 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.4822
	Loss_MB/train_phase/train_stream/Task000 = 0.2738
	Time_Epoch/train_phase/train_stream/Task000 = 0.0588
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9167
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 69 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.4636
	Loss_MB/train_phase/train_stream/Task000 = 0.8821
	Time_Epoch/train_phase/train_stream/Task000 = 0.0589
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9240
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.8750

0it [00:00, ?it/s]
Epoch 70 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.4684
	Loss_MB/train_phase/train_stream/Task000 = 0.7121
	Time_Epoch/train_phase/train_stream/Task000 = 0.0588
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9216
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.7500

0it [00:00, ?it/s]
Epoch 71 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.4042
	Loss_MB/train_phase/train_stream/Task000 = 0.1608
	Time_Epoch/train_phase/train_stream/Task000 = 0.0588
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9387
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 72 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.4059
	Loss_MB/train_phase/train_stream/Task000 = 0.3614
	Time_Epoch/train_phase/train_stream/Task000 = 0.0591
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9338
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.8750

0it [00:00, ?it/s]
Epoch 73 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.3911
	Loss_MB/train_phase/train_stream/Task000 = 0.7861
	Time_Epoch/train_phase/train_stream/Task000 = 0.0589
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9240
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.7500

0it [00:00, ?it/s]
Epoch 74 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.3990
	Loss_MB/train_phase/train_stream/Task000 = 0.4555
	Time_Epoch/train_phase/train_stream/Task000 = 0.0590
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9216
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.8750

0it [00:00, ?it/s]
Epoch 75 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.3984
	Loss_MB/train_phase/train_stream/Task000 = 0.3534
	Time_Epoch/train_phase/train_stream/Task000 = 0.0593
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9167
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.8750

0it [00:00, ?it/s]
Epoch 76 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.3533
	Loss_MB/train_phase/train_stream/Task000 = 0.2550
	Time_Epoch/train_phase/train_stream/Task000 = 0.0591
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9314
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 77 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.3722
	Loss_MB/train_phase/train_stream/Task000 = 0.7944
	Time_Epoch/train_phase/train_stream/Task000 = 0.0594
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9289
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.8750

0it [00:00, ?it/s]
Epoch 78 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.3385
	Loss_MB/train_phase/train_stream/Task000 = 0.6136
	Time_Epoch/train_phase/train_stream/Task000 = 0.0592
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9461
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.8750

0it [00:00, ?it/s]
Epoch 79 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.3225
	Loss_MB/train_phase/train_stream/Task000 = 0.1511
	Time_Epoch/train_phase/train_stream/Task000 = 0.0588
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9265
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 80 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.3077
	Loss_MB/train_phase/train_stream/Task000 = 0.6266
	Time_Epoch/train_phase/train_stream/Task000 = 0.0586
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9314
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.8750

0it [00:00, ?it/s]
Epoch 81 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.3280
	Loss_MB/train_phase/train_stream/Task000 = 0.8512
	Time_Epoch/train_phase/train_stream/Task000 = 0.0591
